country,year,production,lag1,lag2,lag3,rolling_3,country_code
KEN,2010,0.0,0.0,0.0,0.0,0.0,68
KEN,2011,0.0,0.0,0.0,0.0,0.0,68
KEN,2012,0.0,0.0,0.0,0.0,0.0,68
KEN,2013,0.0,0.0,0.0,0.0,0.0,68
KEN,2014,0.0,0.0,0.0,0.0,0.0,68
KEN,2015,0.0,0.0,0.0,0.0,0.0,68
KEN,2016,0.0,0.0,0.0,0.0,0.0,68
KEN,2017,0.0,0.0,0.0,0.0,0.0,68
KGZ,1993,88.439,113.564,143.714,158.789,138.689,69
KGZ,1994,88.439,88.439,113.564,143.714,115.23899999999999,69
KGZ,1995,89.444,88.439,88.439,113.564,96.81400000000001,69
KGZ,1996,84.419,89.444,88.439,88.439,88.774,69
KGZ,1997,85.424,84.419,89.444,88.439,87.43400000000001,69
KGZ,1998,78.389,85.424,84.419,89.444,86.42900000000002,69
KGZ,1999,77.384,78.389,85.424,84.419,82.74399999999999,69
KGZ,2000,77.384,77.384,78.389,85.424,80.399,69
KGZ,2001,76.379,77.384,77.384,78.389,77.719,69
KGZ,2002,76.379,76.379,77.384,77.384,77.04899999999999,69
KGZ,2003,70.349,76.379,76.379,77.384,76.714,69
KGZ,2004,74.369,70.349,76.379,76.379,74.369,69
KGZ,2005,78.389,74.369,70.349,76.379,73.699,69
KGZ,2006,71.354,78.389,74.369,70.349,74.36900000000001,69
KGZ,2007,69.344,71.354,78.389,74.369,74.704,69
KGZ,2008,71.354,69.344,71.354,78.389,73.029,69
KGZ,2009,77.384,71.354,69.344,71.354,70.68399999999998,69
KGZ,2010,83.414,77.384,71.354,69.344,72.694,69
KGZ,2011,77.384,83.414,77.384,71.354,77.384,69
KGZ,2012,79.394,77.384,83.414,77.384,79.394,69
KGZ,2013,84.419,79.394,77.384,83.414,80.06400000000001,69
KGZ,2014,82.409,84.419,79.394,77.384,80.399,69
KGZ,2015,107.534,82.409,84.419,79.394,82.074,69
KGZ,2016,145.724,107.534,82.409,84.419,91.45400000000001,69
KGZ,2017,145.724,145.724,107.534,82.409,111.88900000000001,69
KHM,1998,0.0,0.0,0.0,0.0,0.0,70
KHM,1999,0.0,0.0,0.0,0.0,0.0,70
KHM,2000,0.0,0.0,0.0,0.0,0.0,70
KHM,2001,0.0,0.0,0.0,0.0,0.0,70
KHM,2002,0.0,0.0,0.0,0.0,0.0,70
KHM,2003,0.0,0.0,0.0,0.0,0.0,70
KHM,2004,0.0,0.0,0.0,0.0,0.0,70
KHM,2005,0.0,0.0,0.0,0.0,0.0,70
KHM,2006,0.0,0.0,0.0,0.0,0.0,70
KHM,2007,0.0,0.0,0.0,0.0,0.0,70
KHM,2008,0.0,0.0,0.0,0.0,0.0,70
KHM,2009,0.0,0.0,0.0,0.0,0.0,70
KHM,2010,0.0,0.0,0.0,0.0,0.0,70
KHM,2011,0.0,0.0,0.0,0.0,0.0,70
KHM,2012,0.0,0.0,0.0,0.0,0.0,70
KHM,2013,0.0,0.0,0.0,0.0,0.0,70
KHM,2014,0.0,0.0,0.0,0.0,0.0,70
KHM,2015,0.0,0.0,0.0,0.0,0.0,70
KHM,2016,0.0,0.0,0.0,0.0,0.0,70
KHM,2017,0.0,0.0,0.0,0.0,0.0,70
KOR,1974,0.0,0.0,0.0,0.0,0.0,71
KOR,1975,0.0,0.0,0.0,0.0,0.0,71
KOR,1976,0.0,0.0,0.0,0.0,0.0,71
KOR,1977,0.0,0.0,0.0,0.0,0.0,71
KOR,1978,0.0,0.0,0.0,0.0,0.0,71
KOR,1979,0.0,0.0,0.0,0.0,0.0,71
KOR,1980,0.0,0.0,0.0,0.0,0.0,71
KOR,1981,0.0,0.0,0.0,0.0,0.0,71
KOR,1982,0.0,0.0,0.0,0.0,0.0,71
KOR,1983,0.0,0.0,0.0,0.0,0.0,71
KOR,1984,0.0,0.0,0.0,0.0,0.0,71
KOR,1985,0.0,0.0,0.0,0.0,0.0,71
KOR,1986,0.0,0.0,0.0,0.0,0.0,71
KOR,1987,0.0,0.0,0.0,0.0,0.0,71
KOR,1988,0.0,0.0,0.0,0.0,0.0,71
KOR,1989,0.0,0.0,0.0,0.0,0.0,71
KOR,1990,0.0,0.0,0.0,0.0,0.0,71
KOR,1991,0.0,0.0,0.0,0.0,0.0,71
KOR,1992,0.0,0.0,0.0,0.0,0.0,71
KOR,1993,0.0,0.0,0.0,0.0,0.0,71
KOR,1994,0.0,0.0,0.0,0.0,0.0,71
KOR,1995,0.0,0.0,0.0,0.0,0.0,71
KOR,1996,0.0,0.0,0.0,0.0,0.0,71
KOR,1997,0.0,0.0,0.0,0.0,0.0,71
KOR,1998,0.0,0.0,0.0,0.0,0.0,71
KOR,1999,0.0,0.0,0.0,0.0,0.0,71
KOR,2000,0.0,0.0,0.0,0.0,0.0,71
KOR,2001,0.0,0.0,0.0,0.0,0.0,71
KOR,2002,0.0,0.0,0.0,0.0,0.0,71
KOR,2003,0.0,0.0,0.0,0.0,0.0,71
KOR,2004,0.0,0.0,0.0,0.0,0.0,71
KOR,2005,55.073,0.0,0.0,0.0,0.0,71
KOR,2006,45.894,55.073,0.0,0.0,18.357666666666667,71
KOR,2007,31.616,45.894,55.073,0.0,33.65566666666667,71
KOR,2008,21.417,31.616,45.894,55.073,44.19433333333333,71
KOR,2009,42.835,21.417,31.616,45.894,32.97566666666666,71
KOR,2010,54.053,42.835,21.417,31.616,31.956,71
KOR,2011,39.775,54.053,42.835,21.417,39.435,71
KOR,2012,36.715,39.775,54.053,42.835,45.55433333333334,71
KOR,2013,39.775,36.715,39.775,54.053,43.51433333333333,71
KOR,2014,27.537,39.775,36.715,39.775,38.754999999999995,71
KOR,2015,16.318,27.537,39.775,36.715,34.675666666666665,71
KOR,2016,15.298,16.318,27.537,39.775,27.876666666666665,71
KOR,2017,30.596,15.298,16.318,27.537,19.717666666666666,71
KWT,1974,129829.902,154007.717,167982.834,155964.539,159318.3633333333,72
KWT,1975,106352.112,129829.902,154007.717,167982.834,150606.81766666667,72
KWT,1976,108621.862,106352.112,129829.902,154007.717,130063.24366666666,72
KWT,1977,99320.358,108621.862,106352.112,129829.902,114934.62533333333,72
KWT,1978,109116.655,99320.358,108621.862,106352.112,104764.77733333333,72
KWT,1979,127695.28,109116.655,99320.358,108621.862,105686.29166666667,72
KWT,1980,85101.4,127695.28,109116.655,99320.358,112044.09766666667,72
KWT,1981,57621.576,85101.4,127695.28,109116.655,107304.44499999999,72
KWT,1982,42072.671,57621.576,85101.4,127695.28,90139.41866666666,72
KWT,1983,53827.822,42072.671,57621.576,85101.4,61598.549,72
KWT,1984,59891.326,53827.822,42072.671,57621.576,51174.02300000001,72
KWT,1985,54629.448,59891.326,53827.822,42072.671,51930.60633333334,72
KWT,1986,57286.295,54629.448,59891.326,53827.822,56116.19866666666,72
KWT,1987,62281.98,57286.295,54629.448,59891.326,57269.022999999994,72
KWT,1988,73867.458,62281.98,57286.295,54629.448,58065.907666666666,72
KWT,1989,88293.68,73867.458,62281.98,57286.295,64478.57766666667,72
KWT,1990,44873.79,88293.68,73867.458,62281.98,74814.37266666668,72
KWT,1991,9285.248,44873.79,88293.68,73867.458,69011.64266666667,72
KWT,1992,54676.184,9285.248,44873.79,88293.68,47484.23933333333,72
KWT,1993,96872.807,54676.184,9285.248,44873.79,36278.407333333336,72
KWT,1994,103351.856,96872.807,54676.184,9285.248,53611.413,72
KWT,1995,103352.872,103351.856,96872.807,54676.184,84966.94900000001,72
KWT,1996,103582.489,103352.872,103351.856,96872.807,101192.51166666667,72
KWT,1997,103374.208,103582.489,103352.872,103351.856,103429.07233333333,72
KWT,1998,105663.262,103374.208,103582.489,103352.872,103436.523,72
KWT,1999,96455.23,105663.262,103374.208,103582.489,104206.653,72
KWT,2000,102491.302,96455.23,105663.262,103374.208,101830.90000000001,72
KWT,2001,100283.528,102491.302,96455.23,105663.262,101536.598,72
KWT,2002,89922.333,100283.528,102491.302,96455.23,99743.35333333333,72
KWT,2003,108553.79,89922.333,100283.528,102491.302,97565.721,72
KWT,2004,118202.767,108553.79,89922.333,100283.528,99586.55033333332,72
KWT,2005,132542.629,118202.767,108553.79,89922.333,105559.63,72
KWT,2006,136207.351,132542.629,118202.767,108553.79,119766.39533333333,72
KWT,2007,132603.589,136207.351,132542.629,118202.767,128984.249,72
KWT,2008,138207.86,132603.589,136207.351,132542.629,133784.52300000002,72
KWT,2009,116485.723,138207.86,132603.589,136207.351,135672.93333333332,72
KWT,2010,119087.706,116485.723,138207.86,132603.589,129099.0573333333,72
KWT,2011,136937.857,119087.706,116485.723,138207.86,124593.76299999999,72
KWT,2012,153734.413,136937.857,119087.706,116485.723,124170.42866666666,72
KWT,2013,150480.156,153734.413,136937.857,119087.706,136586.65866666666,72
KWT,2014,147644.493,150480.156,153734.413,136937.857,147050.80866666665,72
KWT,2015,147238.092,147644.493,150480.156,153734.413,150619.68733333334,72
KWT,2016,152154.529,147238.092,147644.493,150480.156,148454.247,72
KWT,2017,142816.448,152154.529,147238.092,147644.493,149012.3713333333,72
LBN,1974,0.0,0.0,0.0,0.0,0.0,73
LBN,1975,0.0,0.0,0.0,0.0,0.0,73
LBN,1976,0.0,0.0,0.0,0.0,0.0,73
LBN,1977,0.0,0.0,0.0,0.0,0.0,73
LBN,1978,0.0,0.0,0.0,0.0,0.0,73
LBN,1979,0.0,0.0,0.0,0.0,0.0,73
LBN,1980,0.0,0.0,0.0,0.0,0.0,73
LBN,1981,0.0,0.0,0.0,0.0,0.0,73
LBN,1982,0.0,0.0,0.0,0.0,0.0,73
LBN,1983,0.0,0.0,0.0,0.0,0.0,73
LBN,1984,0.0,0.0,0.0,0.0,0.0,73
LBN,1985,0.0,0.0,0.0,0.0,0.0,73
LBN,1986,0.0,0.0,0.0,0.0,0.0,73
LBN,1987,0.0,0.0,0.0,0.0,0.0,73
LBN,1988,0.0,0.0,0.0,0.0,0.0,73
LBN,1989,0.0,0.0,0.0,0.0,0.0,73
LBN,1990,0.0,0.0,0.0,0.0,0.0,73
LBN,1991,0.0,0.0,0.0,0.0,0.0,73
LBN,1992,0.0,0.0,0.0,0.0,0.0,73
LBN,1993,0.0,0.0,0.0,0.0,0.0,73
LBN,1994,0.0,0.0,0.0,0.0,0.0,73
LBN,1995,0.0,0.0,0.0,0.0,0.0,73
LBN,1996,0.0,0.0,0.0,0.0,0.0,73
LBN,1997,0.0,0.0,0.0,0.0,0.0,73
LBN,1998,0.0,0.0,0.0,0.0,0.0,73
LBN,1999,0.0,0.0,0.0,0.0,0.0,73
LBN,2000,0.0,0.0,0.0,0.0,0.0,73
LBN,2001,0.0,0.0,0.0,0.0,0.0,73
LBN,2002,0.0,0.0,0.0,0.0,0.0,73
LBN,2003,0.0,0.0,0.0,0.0,0.0,73
LBN,2004,0.0,0.0,0.0,0.0,0.0,73
LBN,2005,0.0,0.0,0.0,0.0,0.0,73
LBN,2006,0.0,0.0,0.0,0.0,0.0,73
LBN,2007,0.0,0.0,0.0,0.0,0.0,73
LBN,2008,0.0,0.0,0.0,0.0,0.0,73
LBN,2009,0.0,0.0,0.0,0.0,0.0,73
LBN,2010,0.0,0.0,0.0,0.0,0.0,73
LBN,2011,0.0,0.0,0.0,0.0,0.0,73
LBN,2012,0.0,0.0,0.0,0.0,0.0,73
LBN,2013,0.0,0.0,0.0,0.0,0.0,73
LBN,2014,0.0,0.0,0.0,0.0,0.0,73
LBN,2015,0.0,0.0,0.0,0.0,0.0,73
LBN,2016,0.0,0.0,0.0,0.0,0.0,73
LBN,2017,0.0,0.0,0.0,0.0,0.0,73
LBY,1974,75345.091,107582.294,111259.944,136070.985,118304.40766666667,74
LBY,1975,73095.984,75345.091,107582.294,111259.944,98062.44300000001,74
LBY,1976,96224.816,73095.984,75345.091,107582.294,85341.12299999999,74
LBY,1977,101959.526,96224.816,73095.984,75345.091,81555.297,74
LBY,1978,98043.615,101959.526,96224.816,73095.984,90426.77533333334,74
LBY,1979,103451.742,98043.615,101959.526,96224.816,98742.65233333333,74
LBY,1980,90824.905,103451.742,98043.615,101959.526,101151.62766666668,74
LBY,1981,60232.939,90824.905,103451.742,98043.615,97440.08733333333,74
LBY,1982,56178.384,60232.939,90824.905,103451.742,84836.52866666667,74
LBY,1983,53336.704,56178.384,60232.939,90824.905,69078.74266666666,74
LBY,1984,53505.13,53336.704,56178.384,60232.939,56582.67566666667,74
LBY,1985,51925.62,53505.13,53336.704,56178.384,54340.07266666667,74
LBY,1986,51479.907,51925.62,53505.13,53336.704,52922.48466666666,74
LBY,1987,50095.525,51479.907,51925.62,53505.13,52303.55233333333,74
LBY,1988,53207.303,50095.525,51479.907,51925.62,51167.01733333333,74
LBY,1989,54348.289,53207.303,50095.525,51479.907,51594.245,74
LBY,1990,66711.19,54348.289,53207.303,50095.525,52550.37233333333,74
LBY,1991,74772.031,66711.19,54348.289,53207.303,58088.92733333333,74
LBY,1992,70982.439,74772.031,66711.19,54348.289,65277.170000000006,74
LBY,1993,67304.79,70982.439,74772.031,66711.19,70821.88666666667,74
LBY,1994,67996.981,67304.79,70982.439,74772.031,71019.75333333334,74
LBY,1995,69186.234,67996.981,67304.79,70982.439,68761.40333333332,74
LBY,1996,69125.642,69186.234,67996.981,67304.79,68162.66833333333,74
LBY,1997,69023.97,69125.642,69186.234,67996.981,68769.619,74
LBY,1998,71658.198,69023.97,69125.642,69186.234,69111.94866666666,74
LBY,1999,63654.869,71658.198,69023.97,69125.642,69935.93666666668,74
LBY,2000,66804.646,63654.869,71658.198,69023.97,68112.34566666668,74
LBY,2001,65449.019,66804.646,63654.869,71658.198,67372.571,74
LBY,2002,65079.303,65449.019,66804.646,63654.869,65302.844666666664,74
LBY,2003,70816.067,65079.303,65449.019,66804.646,65777.656,74
LBY,2004,80113.404,70816.067,65079.303,65449.019,67114.79633333333,74
LBY,2005,83730.461,80113.404,70816.067,65079.303,72002.92466666666,74
LBY,2006,87090.771,83730.461,80113.404,70816.067,78219.97733333333,74
LBY,2007,88580.933,87090.771,83730.461,80113.404,83644.87866666667,74
LBY,2008,87199.632,88580.933,87090.771,83730.461,86467.38833333334,74
LBY,2009,80275.668,87199.632,88580.933,87090.771,87623.77866666667,74
LBY,2010,83459.336,80275.668,87199.632,88580.933,85352.07766666666,74
LBY,2011,24197.929,83459.336,80275.668,87199.632,83644.87866666667,74
LBY,2012,71902.622,24197.929,83459.336,80275.668,62644.31100000001,74
LBY,2013,49398.199,71902.622,24197.929,83459.336,59853.295666666665,74
LBY,2014,23736.81,49398.199,71902.622,24197.929,48499.583333333336,74
LBY,2015,19861.979,23736.81,49398.199,71902.622,48345.877,74
LBY,2016,18684.022,19861.979,23736.81,49398.199,30998.996,74
LBY,2017,39518.559,18684.022,19861.979,23736.81,20760.937,74
LKA,1974,0.0,0.0,0.0,0.0,0.0,75
LKA,1975,0.0,0.0,0.0,0.0,0.0,75
LKA,1976,0.0,0.0,0.0,0.0,0.0,75
LKA,1977,0.0,0.0,0.0,0.0,0.0,75
LKA,1978,0.0,0.0,0.0,0.0,0.0,75
LKA,1979,0.0,0.0,0.0,0.0,0.0,75
LKA,1980,0.0,0.0,0.0,0.0,0.0,75
LKA,1981,0.0,0.0,0.0,0.0,0.0,75
LKA,1982,0.0,0.0,0.0,0.0,0.0,75
LKA,1983,0.0,0.0,0.0,0.0,0.0,75
LKA,1984,0.0,0.0,0.0,0.0,0.0,75
LKA,1985,0.0,0.0,0.0,0.0,0.0,75
LKA,1986,0.0,0.0,0.0,0.0,0.0,75
LKA,1987,0.0,0.0,0.0,0.0,0.0,75
LKA,1988,0.0,0.0,0.0,0.0,0.0,75
LKA,1989,0.0,0.0,0.0,0.0,0.0,75
LKA,1990,0.0,0.0,0.0,0.0,0.0,75
LKA,1991,0.0,0.0,0.0,0.0,0.0,75
LKA,1992,0.0,0.0,0.0,0.0,0.0,75
LKA,1993,0.0,0.0,0.0,0.0,0.0,75
LKA,1994,0.0,0.0,0.0,0.0,0.0,75
LKA,1995,0.0,0.0,0.0,0.0,0.0,75
LKA,1996,0.0,0.0,0.0,0.0,0.0,75
LKA,1997,0.0,0.0,0.0,0.0,0.0,75
LKA,1998,0.0,0.0,0.0,0.0,0.0,75
LKA,1999,0.0,0.0,0.0,0.0,0.0,75
LKA,2000,0.0,0.0,0.0,0.0,0.0,75
LKA,2001,0.0,0.0,0.0,0.0,0.0,75
LKA,2002,0.0,0.0,0.0,0.0,0.0,75
LKA,2003,0.0,0.0,0.0,0.0,0.0,75
LKA,2004,0.0,0.0,0.0,0.0,0.0,75
LKA,2005,0.0,0.0,0.0,0.0,0.0,75
LKA,2006,0.0,0.0,0.0,0.0,0.0,75
LKA,2007,0.0,0.0,0.0,0.0,0.0,75
LKA,2008,0.0,0.0,0.0,0.0,0.0,75
LKA,2009,0.0,0.0,0.0,0.0,0.0,75
LKA,2010,0.0,0.0,0.0,0.0,0.0,75
LKA,2011,0.0,0.0,0.0,0.0,0.0,75
LKA,2012,0.0,0.0,0.0,0.0,0.0,75
LKA,2013,0.0,0.0,0.0,0.0,0.0,75
LKA,2014,0.0,0.0,0.0,0.0,0.0,75
LKA,2015,0.0,0.0,0.0,0.0,0.0,75
LKA,2016,0.0,0.0,0.0,0.0,0.0,75
LKA,2017,0.0,0.0,0.0,0.0,0.0,75
LTU,1993,74.311,64.132,33.593,11.998,36.574333333333335,76
LTU,1994,94.67,74.311,64.132,33.593,57.345333333333336,76
LTU,1995,128.128,94.67,74.311,64.132,77.70433333333334,76
LTU,1996,155.155,128.128,94.67,74.311,99.03633333333335,76
LTU,1997,211.959,155.155,128.128,94.67,125.98433333333332,76
LTU,1998,276.947,211.959,155.155,128.128,165.08066666666664,76
LTU,1999,231.956,276.947,211.959,155.155,214.68699999999998,76
LTU,2000,315.94,231.956,276.947,211.959,240.28733333333332,76
LTU,2001,479.685,315.94,231.956,276.947,274.94766666666663,76
LTU,2002,442.002,479.685,315.94,231.956,342.527,76
LTU,2003,389.044,442.002,479.685,315.94,412.5423333333333,76
LTU,2004,307.569,389.044,442.002,479.685,436.9103333333333,76
LTU,2005,219.983,307.569,389.044,442.002,379.53833333333336,76
LTU,2006,184.337,219.983,307.569,389.044,305.532,76
LTU,2007,157.355,184.337,219.983,307.569,237.29633333333334,76
LTU,2008,130.788,157.355,184.337,219.983,187.225,76
LTU,2009,117.505,130.788,157.355,184.337,157.49333333333334,76
LTU,2010,117.505,117.505,130.788,157.355,135.216,76
LTU,2011,116.483,117.505,117.505,130.788,121.93266666666666,76
LTU,2012,104.222,116.483,117.505,117.505,117.16433333333333,76
LTU,2013,87.873,104.222,116.483,117.505,112.73666666666666,76
LTU,2014,83.786,87.873,104.222,116.483,102.85933333333332,76
LTU,2015,75.129,83.786,87.873,104.222,91.96033333333332,76
LTU,2016,64.691,75.129,83.786,87.873,82.26266666666668,76
LTU,2017,56.605,64.691,75.129,83.786,74.53533333333333,76
LUX,1974,0.0,0.0,0.0,0.0,0.0,77
LUX,1975,0.0,0.0,0.0,0.0,0.0,77
LUX,1976,0.0,0.0,0.0,0.0,0.0,77
LUX,1977,0.0,0.0,0.0,0.0,0.0,77
LUX,1978,0.0,0.0,0.0,0.0,0.0,77
LUX,1979,0.0,0.0,0.0,0.0,0.0,77
LUX,1980,0.0,0.0,0.0,0.0,0.0,77
LUX,1981,0.0,0.0,0.0,0.0,0.0,77
LUX,1982,0.0,0.0,0.0,0.0,0.0,77
LUX,1983,0.0,0.0,0.0,0.0,0.0,77
LUX,1984,0.0,0.0,0.0,0.0,0.0,77
LUX,1985,0.0,0.0,0.0,0.0,0.0,77
LUX,1986,0.0,0.0,0.0,0.0,0.0,77
LUX,1987,0.0,0.0,0.0,0.0,0.0,77
LUX,1988,0.0,0.0,0.0,0.0,0.0,77
LUX,1989,0.0,0.0,0.0,0.0,0.0,77
LUX,1990,0.0,0.0,0.0,0.0,0.0,77
LUX,1991,0.0,0.0,0.0,0.0,0.0,77
LUX,1992,0.0,0.0,0.0,0.0,0.0,77
LUX,1993,0.0,0.0,0.0,0.0,0.0,77
LUX,1994,0.0,0.0,0.0,0.0,0.0,77
LUX,1995,0.0,0.0,0.0,0.0,0.0,77
LUX,1996,0.0,0.0,0.0,0.0,0.0,77
LUX,1997,0.0,0.0,0.0,0.0,0.0,77
LUX,1998,0.0,0.0,0.0,0.0,0.0,77
LUX,1999,0.0,0.0,0.0,0.0,0.0,77
LUX,2000,0.0,0.0,0.0,0.0,0.0,77
LUX,2001,0.0,0.0,0.0,0.0,0.0,77
LUX,2002,0.0,0.0,0.0,0.0,0.0,77
LUX,2003,0.0,0.0,0.0,0.0,0.0,77
LUX,2004,0.0,0.0,0.0,0.0,0.0,77
LUX,2005,0.0,0.0,0.0,0.0,0.0,77
LUX,2006,0.0,0.0,0.0,0.0,0.0,77
LUX,2007,0.0,0.0,0.0,0.0,0.0,77
LUX,2008,0.0,0.0,0.0,0.0,0.0,77
LUX,2009,0.0,0.0,0.0,0.0,0.0,77
LUX,2010,0.0,0.0,0.0,0.0,0.0,77
LUX,2011,0.0,0.0,0.0,0.0,0.0,77
LUX,2012,0.0,0.0,0.0,0.0,0.0,77
LUX,2013,0.0,0.0,0.0,0.0,0.0,77
LUX,2014,0.0,0.0,0.0,0.0,0.0,77
LUX,2015,0.0,0.0,0.0,0.0,0.0,77
LUX,2016,0.0,0.0,0.0,0.0,0.0,77
LUX,2017,0.0,0.0,0.0,0.0,0.0,77
LVA,1993,0.0,0.0,0.0,0.0,0.0,78
LVA,1994,0.0,0.0,0.0,0.0,0.0,78
LVA,1995,0.0,0.0,0.0,0.0,0.0,78
LVA,1996,0.0,0.0,0.0,0.0,0.0,78
LVA,1997,0.0,0.0,0.0,0.0,0.0,78
LVA,1998,0.0,0.0,0.0,0.0,0.0,78
LVA,1999,0.0,0.0,0.0,0.0,0.0,78
LVA,2000,0.0,0.0,0.0,0.0,0.0,78
LVA,2001,0.0,0.0,0.0,0.0,0.0,78
LVA,2002,0.0,0.0,0.0,0.0,0.0,78
LVA,2003,0.0,0.0,0.0,0.0,0.0,78
LVA,2004,0.0,0.0,0.0,0.0,0.0,78
LVA,2005,0.0,0.0,0.0,0.0,0.0,78
LVA,2006,0.0,0.0,0.0,0.0,0.0,78
LVA,2007,0.0,0.0,0.0,0.0,0.0,78
LVA,2008,0.0,0.0,0.0,0.0,0.0,78
LVA,2009,0.0,0.0,0.0,0.0,0.0,78
LVA,2010,0.0,0.0,0.0,0.0,0.0,78
LVA,2011,0.0,0.0,0.0,0.0,0.0,78
LVA,2012,0.0,0.0,0.0,0.0,0.0,78
LVA,2013,0.0,0.0,0.0,0.0,0.0,78
LVA,2014,0.0,0.0,0.0,0.0,0.0,78
LVA,2015,0.0,0.0,0.0,0.0,0.0,78
LVA,2016,0.0,0.0,0.0,0.0,0.0,78
LVA,2017,0.0,0.0,0.0,0.0,0.0,78
MAR,1974,23.25,39.06,26.04,21.39,28.830000000000002,79
MAR,1975,18.6,23.25,39.06,26.04,29.45,79
MAR,1976,8.37,18.6,23.25,39.06,26.97,79
MAR,1977,20.46,8.37,18.6,23.25,16.74,79
MAR,1978,22.32,20.46,8.37,18.6,15.81,79
MAR,1979,17.67,22.32,20.46,8.37,17.05,79
MAR,1980,13.02,17.67,22.32,20.46,20.150000000000002,79
MAR,1981,17.67,13.02,17.67,22.32,17.67,79
MAR,1982,14.88,17.67,13.02,17.67,16.12,79
MAR,1983,15.81,14.88,17.67,13.02,15.19,79
MAR,1984,14.88,15.81,14.88,17.67,16.12,79
MAR,1985,20.46,14.88,15.81,14.88,15.19,79
MAR,1986,22.32,20.46,14.88,15.81,17.05,79
MAR,1987,16.74,22.32,20.46,14.88,19.220000000000002,79
MAR,1988,18.6,16.74,22.32,20.46,19.84,79
MAR,1989,12.09,18.6,16.74,22.32,19.22,79
MAR,1990,13.95,12.09,18.6,16.74,15.81,79
MAR,1991,11.16,13.95,12.09,18.6,14.88,79
MAR,1992,10.23,11.16,13.95,12.09,12.4,79
MAR,1993,9.3,10.23,11.16,13.95,11.780000000000001,79
MAR,1994,7.44,9.3,10.23,11.16,10.23,79
MAR,1995,4.65,7.44,9.3,10.23,8.99,79
MAR,1996,4.65,4.65,7.44,9.3,7.13,79
MAR,1997,11.16,4.65,4.65,7.44,5.580000000000001,79
MAR,1998,11.16,11.16,4.65,4.65,6.82,79
MAR,1999,10.23,11.16,11.16,4.65,8.99,79
MAR,2000,12.09,10.23,11.16,11.16,10.85,79
MAR,2001,9.3,12.09,10.23,11.16,11.160000000000002,79
MAR,2002,12.09,9.3,12.09,10.23,10.540000000000001,79
MAR,2003,9.3,12.09,9.3,12.09,11.160000000000002,79
MAR,2004,10.23,9.3,12.09,9.3,10.23,79
MAR,2005,6.51,10.23,9.3,12.09,10.540000000000001,79
MAR,2006,9.3,6.51,10.23,9.3,8.68,79
MAR,2007,10.23,9.3,6.51,10.23,8.68,79
MAR,2008,8.37,10.23,9.3,6.51,8.68,79
MAR,2009,7.44,8.37,10.23,9.3,9.3,79
MAR,2010,9.3,7.44,8.37,10.23,8.680000000000001,79
MAR,2011,9.3,9.3,7.44,8.37,8.37,79
MAR,2012,6.51,9.3,9.3,7.44,8.680000000000001,79
MAR,2013,7.44,6.51,9.3,9.3,8.370000000000001,79
MAR,2014,4.65,7.44,6.51,9.3,7.750000000000001,79
MAR,2015,4.65,4.65,7.44,6.51,6.2,79
MAR,2016,4.65,4.65,4.65,7.44,5.580000000000001,79
MAR,2017,4.65,4.65,4.65,4.65,4.65,79
MDA,1993,0.0,0.0,0.0,0.0,0.0,80
MDA,1994,0.0,0.0,0.0,0.0,0.0,80
MDA,1995,0.0,0.0,0.0,0.0,0.0,80
MDA,1996,0.0,0.0,0.0,0.0,0.0,80
MDA,1997,0.0,0.0,0.0,0.0,0.0,80
MDA,1998,0.0,0.0,0.0,0.0,0.0,80
MDA,1999,0.0,0.0,0.0,0.0,0.0,80
MDA,2000,0.0,0.0,0.0,0.0,0.0,80
MDA,2001,0.0,0.0,0.0,0.0,0.0,80
MDA,2002,0.0,0.0,0.0,0.0,0.0,80
MDA,2003,0.0,0.0,0.0,0.0,0.0,80
MDA,2004,8.04,0.0,0.0,0.0,0.0,80
MDA,2005,5.025,8.04,0.0,0.0,2.6799999999999997,80
MDA,2006,4.02,5.025,8.04,0.0,4.3549999999999995,80
MDA,2007,8.04,4.02,5.025,8.04,5.695,80
MDA,2008,15.075,8.04,4.02,5.025,5.695,80
MDA,2009,17.085,15.075,8.04,4.02,9.045,80
MDA,2010,11.055,17.085,15.075,8.04,13.4,80
MDA,2011,13.065,11.055,17.085,15.075,14.405000000000001,80
MDA,2012,11.055,13.065,11.055,17.085,13.735,80
MDA,2013,10.05,11.055,13.065,11.055,11.725,80
MDA,2014,8.04,10.05,11.055,13.065,11.39,80
MDA,2015,7.035,8.04,10.05,11.055,9.715000000000002,80
MDA,2016,6.03,7.035,8.04,10.05,8.375,80
MDA,2017,6.03,6.03,7.035,8.04,7.035,80
MEX,1974,31734.178,25089.553,24583.797,23640.056,24437.802,81
MEX,1975,39030.216,31734.178,25089.553,24583.797,27135.842666666667,81
MEX,1976,44031.134,39030.216,31734.178,25089.553,31951.315666666665,81
MEX,1977,53667.812,44031.134,39030.216,31734.178,38265.176,81
MEX,1978,66210.565,53667.812,44031.134,39030.216,45576.38733333334,81
MEX,1979,79816.418,66210.565,53667.812,44031.134,54636.503666666664,81
MEX,1980,108249.02,79816.418,66210.565,53667.812,66564.93166666667,81
MEX,1981,129089.209,108249.02,79816.418,66210.565,84758.66766666668,81
MEX,1982,152631.148,129089.209,108249.02,79816.418,105718.21566666667,81
MEX,1983,147751.612,152631.148,129089.209,108249.02,129989.79233333333,81
MEX,1984,149434.769,147751.612,152631.148,129089.209,143157.32299999997,81
