country,year,production,lag1,lag2,lag3,rolling_3,country_code
AGO,1974,8720.314,8325.19,7205.159,5841.11,7123.819666666666,0
AGO,1975,7954.569,8720.314,8325.19,7205.159,8083.5543333333335,0
AGO,1976,7722.803,7954.569,8720.314,8325.19,8333.357666666667,0
AGO,1977,7210.264,7722.803,7954.569,8720.314,8132.562000000001,0
AGO,1978,6604.814,7210.264,7722.803,7954.569,7629.2119999999995,0
AGO,1979,7351.161,6604.814,7210.264,7722.803,7179.293666666667,0
AGO,1980,7583.948,7351.161,6604.814,7210.264,7055.4130000000005,0
AGO,1981,6515.987,7583.948,7351.161,6604.814,7179.9743333333345,0
AGO,1982,6546.617,6515.987,7583.948,7351.161,7150.365333333334,0
AGO,1983,8984.752,6546.617,6515.987,7583.948,6882.184,0
AGO,1984,10289.583,8984.752,6546.617,6515.987,7349.118666666666,0
AGO,1985,11669.968,10289.583,8984.752,6546.617,8606.983999999999,0
AGO,1986,14185.698,11669.968,10289.583,8984.752,10314.767666666667,0
AGO,1987,18076.709,14185.698,11669.968,10289.583,12048.416333333334,0
AGO,1988,22737.549,18076.709,14185.698,11669.968,14644.125,0
AGO,1989,22765.116,22737.549,18076.709,14185.698,18333.318666666666,0
AGO,1990,23826.95,22765.116,22737.549,18076.709,21193.124666666667,0
AGO,1991,24992.926,23826.95,22765.116,22737.549,23109.87166666667,0
AGO,1992,27691.414,24992.926,23826.95,22765.116,23861.664,0
AGO,1993,25370.694,27691.414,24992.926,23826.95,25503.763333333336,0
AGO,1994,27685.288,25370.694,27691.414,24992.926,26018.344666666668,0
AGO,1995,31008.626,27685.288,25370.694,27691.414,26915.798666666666,0
AGO,1996,34252.325,31008.626,27685.288,25370.694,28021.536000000004,0
AGO,1997,35886.938,34252.325,31008.626,27685.288,30982.07966666667,0
AGO,1998,37145.824,35886.938,34252.325,31008.626,33715.962999999996,0
AGO,1999,37626.712,37145.824,35886.938,34252.325,35761.69566666667,0
AGO,2000,37598.124,37626.712,37145.824,35886.938,36886.49133333333,0
AGO,2001,37234.65,37598.124,37626.712,37145.824,37456.886666666665,0
AGO,2002,44969.705,37234.65,37598.124,37626.712,37486.49533333333,0
AGO,2003,44651.155,44969.705,37234.65,37598.124,39934.159666666674,0
AGO,2004,50481.034,44651.155,44969.705,37234.65,42285.170000000006,0
AGO,2005,63622.255,50481.034,44651.155,44969.705,46700.63133333333,0
AGO,2006,71973.99,63622.255,50481.034,44651.155,52918.147999999994,0
AGO,2007,86690.606,71973.99,63622.255,50481.034,62025.75966666666,0
AGO,2008,97302.823,86690.606,71973.99,63622.255,74095.61700000001,0
AGO,2009,92346.915,97302.823,86690.606,71973.99,85322.473,0
AGO,2010,89725.001,92346.915,97302.823,86690.606,92113.44800000002,0
AGO,2011,82598.459,89725.001,92346.915,97302.823,93124.913,0
AGO,2012,87226.628,82598.459,89725.001,92346.915,88223.45833333333,0
AGO,2013,87578.871,87226.628,82598.459,89725.001,86516.696,0
AGO,2014,85338.809,87578.871,87226.628,82598.459,85801.31933333333,0
AGO,2015,90844.011,85338.809,87578.871,87226.628,86714.76933333334,0
AGO,2016,86219.927,90844.011,85338.809,87578.871,87920.56366666667,0
AGO,2017,82888.422,86219.927,90844.011,85338.809,87467.58233333332,0
ALB,1974,1770.0,2107.0,2150.0,1657.0,1971.3333333333333,1
ALB,1975,1850.0,1770.0,2107.0,2150.0,2009.0,1
ALB,1976,1950.0,1850.0,1770.0,2107.0,1909.0,1
ALB,1977,2000.0,1950.0,1850.0,1770.0,1856.6666666666667,1
ALB,1978,2200.0,2000.0,1950.0,1850.0,1933.3333333333333,1
ALB,1979,2000.0,2200.0,2000.0,1950.0,2050.0,1
ALB,1980,2000.0,2000.0,2200.0,2000.0,2066.6666666666665,1
ALB,1981,1200.0,2000.0,2000.0,2200.0,2066.6666666666665,1
ALB,1982,1100.0,1200.0,2000.0,2000.0,1733.3333333333333,1
ALB,1983,1200.0,1100.0,1200.0,2000.0,1433.3333333333333,1
ALB,1984,1388.0,1200.0,1100.0,1200.0,1166.6666666666667,1
ALB,1985,1188.0,1388.0,1200.0,1100.0,1229.3333333333333,1
ALB,1986,1205.0,1188.0,1388.0,1200.0,1258.6666666666667,1
ALB,1987,1182.0,1205.0,1188.0,1388.0,1260.3333333333333,1
ALB,1988,1167.0,1182.0,1205.0,1188.0,1191.6666666666667,1
ALB,1989,1128.0,1167.0,1182.0,1205.0,1184.6666666666667,1
ALB,1990,1067.0,1128.0,1167.0,1182.0,1159.0,1
ALB,1991,845.0,1067.0,1128.0,1167.0,1120.6666666666667,1
ALB,1992,585.0,845.0,1067.0,1128.0,1013.3333333333334,1
ALB,1993,568.0,585.0,845.0,1067.0,832.3333333333334,1
ALB,1994,535.0,568.0,585.0,845.0,666.0,1
ALB,1995,521.0,535.0,568.0,585.0,562.6666666666666,1
ALB,1996,489.0,521.0,535.0,568.0,541.3333333333334,1
ALB,1997,360.0,489.0,521.0,535.0,515.0,1
ALB,1998,365.0,360.0,489.0,521.0,456.6666666666667,1
ALB,1999,328.0,365.0,360.0,489.0,404.6666666666667,1
ALB,2000,314.0,328.0,365.0,360.0,351.0,1
ALB,2001,308.0,314.0,328.0,365.0,335.6666666666667,1
ALB,2002,371.0,308.0,314.0,328.0,316.6666666666667,1
ALB,2003,360.0,371.0,308.0,314.0,331.0,1
ALB,2004,443.0,360.0,371.0,308.0,346.3333333333333,1
ALB,2005,418.0,443.0,360.0,371.0,391.3333333333333,1
ALB,2006,500.0,418.0,443.0,360.0,407.0,1
ALB,2007,564.0,500.0,418.0,443.0,453.6666666666667,1
ALB,2008,578.0,564.0,500.0,418.0,494.0,1
ALB,2009,577.0,578.0,564.0,500.0,547.3333333333334,1
ALB,2010,744.0,577.0,578.0,564.0,573.0,1
ALB,2011,895.0,744.0,577.0,578.0,633.0,1
ALB,2012,1031.0,895.0,744.0,577.0,738.6666666666666,1
ALB,2013,1207.0,1031.0,895.0,744.0,890.0,1
ALB,2014,1368.0,1207.0,1031.0,895.0,1044.3333333333333,1
ALB,2015,1279.0,1368.0,1207.0,1031.0,1202.0,1
ALB,2016,1056.0,1279.0,1368.0,1207.0,1284.6666666666667,1
ALB,2017,959.0,1056.0,1279.0,1368.0,1234.3333333333333,1
ARE,1974,82241.907,75088.707,58924.903,51909.402,61974.33733333333,2
ARE,1975,83040.56,82241.907,75088.707,58924.903,72085.17233333334,2
ARE,1976,95396.736,83040.56,82241.907,75088.707,80123.72466666666,2
ARE,1977,97925.294,95396.736,83040.56,82241.907,86893.06766666667,2
ARE,1978,89683.764,97925.294,95396.736,83040.56,92120.86333333333,2
ARE,1979,89693.964,89683.764,97925.294,95396.736,94335.26466666667,2
ARE,1980,83221.216,89693.964,89683.764,97925.294,92434.34066666667,2
ARE,1981,73460.546,83221.216,89693.964,89683.764,87532.98133333334,2
ARE,1982,61065.269,73460.546,83221.216,89693.964,82125.24200000001,2
ARE,1983,56184.934,61065.269,73460.546,83221.216,72582.34366666667,2
ARE,1984,52272.725,56184.934,61065.269,73460.546,63570.24966666666,2
ARE,1985,49514.939,52272.725,56184.934,61065.269,56507.642666666674,2
ARE,1986,56947.422,49514.939,52272.725,56184.934,52657.532666666666,2
ARE,1987,62223.763,56947.422,49514.939,52272.725,52911.69533333333,2
ARE,1988,66076.927,62223.763,56947.422,49514.939,56228.708000000006,2
ARE,1989,80257.792,66076.927,62223.763,56947.422,61749.37066666666,2
ARE,1990,88981.111,80257.792,66076.927,62223.763,69519.494,2
ARE,1991,102389.307,88981.111,80257.792,66076.927,78438.61,2
ARE,1992,109558.126,102389.307,88981.111,80257.792,90542.73666666668,2
ARE,1993,105587.891,109558.126,102389.307,88981.111,100309.51466666667,2
ARE,1994,105940.123,105587.891,109558.126,102389.307,105845.10800000001,2
ARE,1995,105073.797,105940.123,105587.891,109558.126,107028.71333333333,2
ARE,1996,105685.62,105073.797,105940.123,105587.891,105533.93699999999,2
ARE,1997,110586.316,105685.62,105073.797,105940.123,105566.51333333335,2
ARE,1998,112220.22,110586.316,105685.62,105073.797,107115.24433333334,2
ARE,1999,100220.948,112220.22,110586.316,105685.62,109497.38533333334,2
ARE,2000,109368.777,100220.948,112220.22,110586.316,107675.828,2
ARE,2001,104643.179,109368.777,100220.948,112220.22,107269.98166666667,2
ARE,2002,97848.987,104643.179,109368.777,100220.948,104744.30133333332,2
ARE,2003,109965.33,97848.987,104643.179,109368.777,103953.64766666667,2
ARE,2004,114955.61,109965.33,97848.987,104643.179,104152.49866666668,2
ARE,2005,116324.832,114955.61,109965.33,97848.987,107589.97566666668,2
ARE,2006,125619.254,116324.832,114955.61,109965.33,113748.59066666667,2
ARE,2007,123711.505,125619.254,116324.832,114955.61,118966.56533333333,2
ARE,2008,126168.979,123711.505,125619.254,116324.832,121885.197,2
ARE,2009,113651.541,126168.979,123711.505,125619.254,125166.57933333334,2
ARE,2010,117808.071,113651.541,126168.979,123711.505,121177.34166666667,2
ARE,2011,129974.297,117808.071,113651.541,126168.979,119209.53033333334,2
ARE,2012,134854.632,129974.297,117808.071,113651.541,120477.96966666666,2
ARE,2013,141786.255,134854.632,129974.297,117808.071,127545.66666666667,2
ARE,2014,141618.283,141786.255,134854.632,129974.297,135538.39466666666,2
ARE,2015,151518.421,141618.283,141786.255,134854.632,139419.72333333333,2
ARE,2016,156965.787,151518.421,141618.283,141786.255,144974.31966666668,2
ARE,2017,150944.264,156965.787,151518.421,141618.283,150034.1636666667,2
ARG,1974,21423.272,21796.975,22467.62,21908.076,22057.557,3
ARG,1975,20483.965,21423.272,21796.975,22467.62,21895.955666666665,3
ARG,1976,20643.546,20483.965,21423.272,21796.975,21234.737333333334,3
ARG,1977,22338.339,20643.546,20483.965,21423.272,20850.261,3
ARG,1978,23415.007,22338.339,20643.546,20483.965,21155.283333333333,3
ARG,1979,24466.425,23415.007,22338.339,20643.546,22132.297333333332,3
ARG,1980,25476.433,24466.425,23415.007,22338.339,23406.590333333337,3
ARG,1981,25730.955,25476.433,24466.425,23415.007,24452.62166666667,3
ARG,1982,25390.582,25730.955,25476.433,24466.425,25224.604333333336,3
ARG,1983,25394.622,25390.582,25730.955,25476.433,25532.656666666666,3
ARG,1984,24828.008,25394.622,25390.582,25730.955,25505.386333333332,3
ARG,1985,23789.72,24828.008,25394.622,25390.582,25204.404,3
ARG,1986,22283.0,23789.72,24828.008,25394.622,24670.783333333336,3
ARG,1987,21999.0,22283.0,23789.72,24828.008,23633.576,3
ARG,1988,23119.0,21999.0,22283.0,23789.72,22690.573333333334,3
ARG,1989,23641.0,23119.0,21999.0,22283.0,22467.0,3
ARG,1990,24741.0,23641.0,23119.0,21999.0,22919.666666666668,3
ARG,1991,25330.0,24741.0,23641.0,23119.0,23833.666666666668,3
ARG,1992,28553.0,25330.0,24741.0,23641.0,24570.666666666668,3
ARG,1993,30486.0,28553.0,25330.0,24741.0,26208.0,3
ARG,1994,34278.0,30486.0,28553.0,25330.0,28123.0,3
ARG,1995,36939.0,34278.0,30486.0,28553.0,31105.666666666668,3
ARG,1996,40311.0,36939.0,34278.0,30486.0,33901.0,3
ARG,1997,42837.0,40311.0,36939.0,34278.0,37176.0,3
ARG,1998,43513.0,42837.0,40311.0,36939.0,40029.0,3
ARG,1999,41045.0,43513.0,42837.0,40311.0,42220.333333333336,3
ARG,2000,39530.0,41045.0,43513.0,42837.0,42465.0,3
ARG,2001,40089.0,39530.0,41045.0,43513.0,41362.666666666664,3
ARG,2002,38744.0,40089.0,39530.0,41045.0,40221.333333333336,3
ARG,2003,37079.0,38744.0,40089.0,39530.0,39454.333333333336,3
ARG,2004,35551.0,37079.0,38744.0,40089.0,38637.333333333336,3
ARG,2005,33934.0,35551.0,37079.0,38744.0,37124.666666666664,3
ARG,2006,33850.0,33934.0,35551.0,37079.0,35521.333333333336,3
ARG,2007,32945.0,33850.0,33934.0,35551.0,34445.0,3
ARG,2008,32323.0,32945.0,33850.0,33934.0,33576.333333333336,3
ARG,2009,32002.0,32323.0,32945.0,33850.0,33039.333333333336,3
ARG,2010,31274.0,32002.0,32323.0,32945.0,32423.333333333332,3
ARG,2011,29861.0,31274.0,32002.0,32323.0,31866.333333333332,3
ARG,2012,28324.0,29861.0,31274.0,32002.0,31045.666666666668,3
ARG,2013,26978.0,28324.0,29861.0,31274.0,29819.666666666668,3
ARG,2014,27484.0,26978.0,28324.0,29861.0,28387.666666666668,3
ARG,2015,27496.0,27484.0,26978.0,28324.0,27595.333333333332,3
ARG,2016,26440.0,27496.0,27484.0,26978.0,27319.333333333332,3
ARG,2017,24766.0,26440.0,27496.0,27484.0,27140.0,3
ARM,1993,0.0,0.0,0.0,0.0,0.0,4
ARM,1994,0.0,0.0,0.0,0.0,0.0,4
ARM,1995,0.0,0.0,0.0,0.0,0.0,4
ARM,1996,0.0,0.0,0.0,0.0,0.0,4
ARM,1997,0.0,0.0,0.0,0.0,0.0,4
ARM,1998,0.0,0.0,0.0,0.0,0.0,4
ARM,1999,0.0,0.0,0.0,0.0,0.0,4
ARM,2000,0.0,0.0,0.0,0.0,0.0,4
ARM,2001,0.0,0.0,0.0,0.0,0.0,4
ARM,2002,0.0,0.0,0.0,0.0,0.0,4
ARM,2003,0.0,0.0,0.0,0.0,0.0,4
ARM,2004,0.0,0.0,0.0,0.0,0.0,4
ARM,2005,0.0,0.0,0.0,0.0,0.0,4
ARM,2006,0.0,0.0,0.0,0.0,0.0,4
ARM,2007,0.0,0.0,0.0,0.0,0.0,4
ARM,2008,0.0,0.0,0.0,0.0,0.0,4
ARM,2009,0.0,0.0,0.0,0.0,0.0,4
ARM,2010,0.0,0.0,0.0,0.0,0.0,4
ARM,2011,0.0,0.0,0.0,0.0,0.0,4
ARM,2012,0.0,0.0,0.0,0.0,0.0,4
ARM,2013,0.0,0.0,0.0,0.0,0.0,4
ARM,2014,0.0,0.0,0.0,0.0,0.0,4
ARM,2015,0.0,0.0,0.0,0.0,0.0,4
ARM,2016,0.0,0.0,0.0,0.0,0.0,4
ARM,2017,0.0,0.0,0.0,0.0,0.0,4
AUS,1974,18498.696,18720.577,15029.094,14226.194,15991.955,5
AUS,1975,19736.07,18498.696,18720.577,15029.094,17416.122333333333,5
AUS,1976,20177.769,19736.07,18498.696,18720.577,18985.11433333333,5
AUS,1977,21259.31,20177.769,19736.07,18498.696,19470.845,5
AUS,1978,20694.803,21259.31,20177.769,19736.07,20391.04966666667,5
AUS,1979,20828.964,20694.803,21259.31,20177.769,20710.627333333334,5
AUS,1980,19471.877,20828.964,20694.803,21259.31,20927.692333333332,5
AUS,1981,19007.475,19471.877,20828.964,20694.803,20331.881333333335,5
AUS,1982,18706.129,19007.475,19471.877,20828.964,19769.438666666665,5
AUS,1983,18220.054,18706.129,19007.475,19471.877,19061.827,5
AUS,1984,22148.899,18220.054,18706.129,19007.475,18644.552666666666,5
AUS,1985,25468.86,22148.899,18220.054,18706.129,19691.694,5
AUS,1986,26561.559,25468.86,22148.899,18220.054,21945.937666666665,5
AUS,1987,26399.764,26561.559,25468.86,22148.899,24726.439333333332,5
AUS,1988,26322.923,26399.764,26561.559,25468.86,26143.394333333334,5
AUS,1989,23679.705,26322.923,26399.764,26561.559,26428.082,5
AUS,1990,26752.604,23679.705,26322.923,26399.764,25467.463999999996,5
AUS,1991,26717.935,26752.604,23679.705,26322.923,25585.077333333335,5
AUS,1992,23439.126,26717.935,26752.604,23679.705,25716.748000000003,5
AUS,1993,22940.108,23439.126,26717.935,26752.604,25636.555000000004,5
AUS,1994,21286.521,22940.108,23439.126,26717.935,24365.722999999998,5
AUS,1995,22718.44,21286.521,22940.108,23439.126,22555.251666666667,5
AUS,1996,20539.57,22718.44,21286.521,22940.108,22315.023,5
AUS,1997,20494.396,20539.57,22718.44,21286.521,21514.843666666668,5
AUS,1998,22008.258,20494.396,20539.57,22718.44,21250.802,5
AUS,1999,16551.631,22008.258,20494.396,20539.57,21014.074666666667,5
AUS,2000,25081.157,16551.631,22008.258,20494.396,19684.76166666667,5
AUS,2001,26611.828,25081.157,16551.631,22008.258,21213.682,5
AUS,2002,30307.711,26611.828,25081.157,16551.631,22748.20533333333,5
AUS,2003,29403.176,30307.711,26611.828,25081.157,27333.565333333332,5
AUS,2004,25785.035,29403.176,30307.711,26611.828,28774.23833333333,5
AUS,2005,22928.552,25785.035,29403.176,30307.711,28498.64066666667,5
AUS,2006,20414.553,22928.552,25785.035,29403.176,26038.921000000002,5
AUS,2007,23214.306,20414.553,22928.552,25785.035,23042.713333333333,5
AUS,2008,21500.836,23214.306,20414.553,22928.552,22185.803666666663,5
AUS,2009,22170.045,21500.836,23214.306,20414.553,21709.898333333334,5
AUS,2010,23141.817,22170.045,21500.836,23214.306,22295.062333333335,5
AUS,2011,22232.029,23141.817,22170.045,21500.836,22270.899333333335,5
AUS,2012,20728.672,22232.029,23141.817,22170.045,22514.630333333334,5
AUS,2013,17979.347,20728.672,22232.029,23141.817,22034.172666666665,5
AUS,2014,16925.631,17979.347,20728.672,22232.029,20313.349333333335,5
AUS,2015,16159.77,16925.631,17979.347,20728.672,18544.55,5
AUS,2016,15783.669,16159.77,16925.631,17979.347,17021.58266666667,5
AUS,2017,13563.828,15783.669,16159.77,16925.631,16289.69,5
AUT,1974,2295.13,2635.187,2515.406,2628.081,2592.8913333333335,6
AUT,1975,2067.749,2295.13,2635.187,2515.406,2481.9076666666665,6
AUT,1976,1960.149,2067.749,2295.13,2635.187,2332.6886666666664,6
AUT,1977,1788.597,1960.149,2067.749,2295.13,2107.676,6
AUT,1978,1818.035,1788.597,1960.149,2067.749,1938.8316666666667,6
AUT,1979,1752.054,1818.035,1788.597,1960.149,1855.5936666666666,6
AUT,1980,1469.858,1752.054,1818.035,1788.597,1786.2286666666666,6
AUT,1981,1324.699,1469.858,1752.054,1818.035,1679.9823333333334,6
AUT,1982,1280.035,1324.699,1469.858,1752.054,1515.537,6
AUT,1983,1255.673,1280.035,1324.699,1469.858,1358.1973333333333,6
AUT,1984,1192.737,1255.673,1280.035,1324.699,1286.8023333333333,6
AUT,1985,1137.922,1192.737,1255.673,1280.035,1242.8149999999998,6
AUT,1986,1110.514,1137.922,1192.737,1255.673,1195.4440000000002,6
AUT,1987,1062.805,1110.514,1137.922,1192.737,1147.0576666666668,6
AUT,1988,1192.737,1062.805,1110.514,1137.922,1103.747,6
AUT,1989,1173.45,1192.737,1062.805,1110.514,1122.0186666666668,6
AUT,1990,1166.344,1173.45,1192.737,1062.805,1142.9973333333335,6
AUT,1991,1299.322,1166.344,1173.45,1192.737,1177.5103333333334,6
AUT,1992,1197.812,1299.322,1166.344,1173.45,1213.0386666666666,6
AUT,1993,1171.42,1197.812,1299.322,1166.344,1221.1593333333333,6
AUT,1994,1115.589,1171.42,1197.812,1299.322,1222.8513333333333,6
AUT,1995,1050.623,1115.589,1171.42,1197.812,1161.607,6
AUT,1996,1006.974,1050.623,1115.589,1171.42,1112.5439999999999,6
AUT,1997,986.905,1006.974,1050.623,1115.589,1057.7286666666666,6
AUT,1998,973.476,986.905,1006.974,1050.623,1014.834,6
AUT,1999,1020.284,973.476,986.905,1006.974,989.1183333333333,6
AUT,2000,989.322,1020.284,973.476,986.905,993.555,6
AUT,2001,971.446,989.322,1020.284,973.476,994.3606666666668,6
AUT,2002,962.31,971.446,989.322,1020.284,993.6840000000001,6
AUT,2003,932.872,962.31,971.446,989.322,974.3593333333333,6
AUT,2004,985.657,932.872,962.31,971.446,955.5426666666666,6
AUT,2005,867.906,985.657,932.872,962.31,960.2796666666667,6
AUT,2006,868.921,867.906,985.657,932.872,928.8116666666666,6
AUT,2007,865.876,868.921,867.906,985.657,907.4946666666666,6
AUT,2008,875.012,865.876,868.921,867.906,867.5676666666667,6
AUT,2009,922.721,875.012,865.876,868.921,869.9363333333332,6
AUT,2010,890.238,922.721,875.012,865.876,887.8696666666666,6
AUT,2011,850.65,890.238,922.721,875.012,895.9903333333333,6
AUT,2012,851.665,850.65,890.238,922.721,887.8696666666668,6
AUT,2013,855.725,851.665,850.65,890.238,864.1843333333333,6
AUT,2014,967.386,855.725,851.665,850.65,852.68,6
AUT,2015,866.891,967.386,855.725,851.665,891.592,6
AUT,2016,797.865,866.891,967.386,855.725,896.6673333333333,6
AUT,2017,746.095,797.865,866.891,967.386,877.3806666666666,6
AZE,1993,10020.774,10749.393,11330.278,12061.913,11380.528,7
AZE,1994,9354.464,10020.774,10749.393,11330.278,10700.148333333333,7
AZE,1995,8990.657,9354.464,10020.774,10749.393,10041.543666666666,7
AZE,1996,8934.378,8990.657,9354.464,10020.774,9455.298333333332,7
AZE,1997,8912.268,8934.378,8990.657,9354.464,9093.166333333333,7
AZE,1998,11303.144,8912.268,8934.378,8990.657,8945.767666666667,7
AZE,1999,13719.144,11303.144,8912.268,8934.378,9716.596666666666,7
AZE,2000,13938.232,13719.144,11303.144,8912.268,11311.518666666665,7
AZE,2001,14852.775,13938.232,13719.144,11303.144,12986.840000000002,7
AZE,2002,15283.916,14852.775,13938.232,13719.144,14170.050333333333,7
AZE,2003,15327.131,15283.916,14852.775,13938.232,14691.640999999998,7
AZE,2004,15424.615,15327.131,15283.916,14852.775,15154.607333333333,7
AZE,2005,22103.791,15424.615,15327.131,15283.916,15345.220666666666,7
AZE,2006,32145.67,22103.791,15424.615,15327.131,17618.512333333332,7
AZE,2007,41548.374,32145.67,22103.791,15424.615,23224.692,7
AZE,2008,42400.607,41548.374,32145.67,22103.791,31932.611666666664,7
AZE,2009,48595.377,42400.607,41548.374,32145.67,38698.217000000004,7
AZE,2010,48823.51,48595.377,42400.607,41548.374,44181.45266666667,7
AZE,2011,43661.872,48823.51,48595.377,42400.607,46606.498,7
AZE,2012,41219.742,43661.872,48823.51,48595.377,47026.91966666666,7
AZE,2013,40929.299,41219.742,43661.872,48823.51,44568.37466666666,7
AZE,2014,39639.895,40929.299,41219.742,43661.872,41936.971,7
AZE,2015,39229.858,39639.895,40929.299,41219.742,40596.312,7
AZE,2016,38442.949,39229.858,39639.895,40929.299,39933.01733333333,7
AZE,2017,38881.126,38442.949,39229.858,39639.895,39104.234,7
BEL,1974,0.0,0.0,0.0,0.0,0.0,8
BEL,1975,0.0,0.0,0.0,0.0,0.0,8
BEL,1976,0.0,0.0,0.0,0.0,0.0,8
BEL,1977,0.0,0.0,0.0,0.0,0.0,8
BEL,1978,0.0,0.0,0.0,0.0,0.0,8
BEL,1979,0.0,0.0,0.0,0.0,0.0,8
BEL,1980,0.0,0.0,0.0,0.0,0.0,8
BEL,1981,0.0,0.0,0.0,0.0,0.0,8
BEL,1982,0.0,0.0,0.0,0.0,0.0,8
BEL,1983,0.0,0.0,0.0,0.0,0.0,8
BEL,1984,0.0,0.0,0.0,0.0,0.0,8
BEL,1985,0.0,0.0,0.0,0.0,0.0,8
BEL,1986,0.0,0.0,0.0,0.0,0.0,8
BEL,1987,0.0,0.0,0.0,0.0,0.0,8
BEL,1988,0.0,0.0,0.0,0.0,0.0,8
BEL,1989,0.0,0.0,0.0,0.0,0.0,8
BEL,1990,0.0,0.0,0.0,0.0,0.0,8
BEL,1991,0.0,0.0,0.0,0.0,0.0,8
BEL,1992,0.0,0.0,0.0,0.0,0.0,8
BEL,1993,0.0,0.0,0.0,0.0,0.0,8
BEL,1994,0.0,0.0,0.0,0.0,0.0,8
BEL,1995,0.0,0.0,0.0,0.0,0.0,8
BEL,1996,0.0,0.0,0.0,0.0,0.0,8
BEL,1997,0.0,0.0,0.0,0.0,0.0,8
BEL,1998,0.0,0.0,0.0,0.0,0.0,8
BEL,1999,0.0,0.0,0.0,0.0,0.0,8
BEL,2000,0.0,0.0,0.0,0.0,0.0,8
BEL,2001,0.0,0.0,0.0,0.0,0.0,8
BEL,2002,0.0,0.0,0.0,0.0,0.0,8
BEL,2003,0.0,0.0,0.0,0.0,0.0,8
BEL,2004,0.0,0.0,0.0,0.0,0.0,8
BEL,2005,0.0,0.0,0.0,0.0,0.0,8
BEL,2006,0.0,0.0,0.0,0.0,0.0,8
BEL,2007,0.0,0.0,0.0,0.0,0.0,8
BEL,2008,0.0,0.0,0.0,0.0,0.0,8
BEL,2009,0.0,0.0,0.0,0.0,0.0,8
BEL,2010,0.0,0.0,0.0,0.0,0.0,8
BEL,2011,0.0,0.0,0.0,0.0,0.0,8
BEL,2012,0.0,0.0,0.0,0.0,0.0,8
BEL,2013,0.0,0.0,0.0,0.0,0.0,8
BEL,2014,0.0,0.0,0.0,0.0,0.0,8
BEL,2015,0.0,0.0,0.0,0.0,0.0,8
BEL,2016,0.0,0.0,0.0,0.0,0.0,8
BEL,2017,0.0,0.0,0.0,0.0,0.0,8
BEN,1974,0.0,0.0,0.0,0.0,0.0,9
BEN,1975,0.0,0.0,0.0,0.0,0.0,9
BEN,1976,0.0,0.0,0.0,0.0,0.0,9
BEN,1977,0.0,0.0,0.0,0.0,0.0,9
BEN,1978,0.0,0.0,0.0,0.0,0.0,9
BEN,1979,0.0,0.0,0.0,0.0,0.0,9
BEN,1980,0.0,0.0,0.0,0.0,0.0,9
BEN,1981,218.656,0.0,0.0,0.0,0.0,9
BEN,1982,232.894,218.656,0.0,0.0,72.88533333333334,9
BEN,1983,23.391,232.894,218.656,0.0,150.51666666666668,9
BEN,1984,5.085,23.391,232.894,218.656,158.31366666666668,9
BEN,1985,330.527,5.085,23.391,232.894,87.12333333333333,9
BEN,1986,371.207,330.527,5.085,23.391,119.66766666666666,9
BEN,1987,317.306,371.207,330.527,5.085,235.6063333333333,9
BEN,1988,242.047,317.306,371.207,330.527,339.68,9
BEN,1989,194.248,242.047,317.306,371.207,310.18666666666667,9
BEN,1990,209.503,194.248,242.047,317.306,251.20033333333333,9
BEN,1991,200.35,209.503,194.248,242.047,215.266,9
BEN,1992,138.313,200.35,209.503,194.248,201.36699999999996,9
BEN,1993,156.619,138.313,200.35,209.503,182.72199999999998,9
BEN,1994,131.194,156.619,138.313,200.35,165.09399999999997,9
BEN,1995,96.616,131.194,156.619,138.313,142.042,9
BEN,1996,81.36,96.616,131.194,156.619,128.143,9
BEN,1997,67.122,81.36,96.616,131.194,103.05666666666666,9
BEN,1998,51.867,67.122,81.36,96.616,81.69933333333334,9
BEN,1999,0.0,51.867,67.122,81.36,66.783,9
BEN,2000,0.0,0.0,51.867,67.122,39.663000000000004,9
BEN,2001,0.0,0.0,0.0,51.867,17.288999999999998,9
BEN,2002,0.0,0.0,0.0,0.0,0.0,9
BEN,2003,0.0,0.0,0.0,0.0,0.0,9
BEN,2004,0.0,0.0,0.0,0.0,0.0,9
BEN,2005,0.0,0.0,0.0,0.0,0.0,9
BEN,2006,0.0,0.0,0.0,0.0,0.0,9
BEN,2007,0.0,0.0,0.0,0.0,0.0,9
BEN,2008,0.0,0.0,0.0,0.0,0.0,9
BEN,2009,0.0,0.0,0.0,0.0,0.0,9
BEN,2010,0.0,0.0,0.0,0.0,0.0,9
BEN,2011,0.0,0.0,0.0,0.0,0.0,9
BEN,2012,0.0,0.0,0.0,0.0,0.0,9
BEN,2013,0.0,0.0,0.0,0.0,0.0,9
BEN,2014,0.0,0.0,0.0,0.0,0.0,9
BEN,2015,0.0,0.0,0.0,0.0,0.0,9
BEN,2016,0.0,0.0,0.0,0.0,0.0,9
BEN,2017,0.0,0.0,0.0,0.0,0.0,9
BGD,1974,5.035,5.035,0.0,0.0,1.6783333333333335,10
BGD,1975,5.035,5.035,5.035,0.0,3.356666666666667,10
BGD,1976,7.049,5.035,5.035,5.035,5.035,10
BGD,1977,7.049,7.049,5.035,5.035,5.706333333333333,10
BGD,1978,6.042,7.049,7.049,5.035,6.377666666666667,10
BGD,1979,7.049,6.042,7.049,7.049,6.713333333333334,10
BGD,1980,0.0,7.049,6.042,7.049,6.713333333333334,10
